0	473.18	1
500	513.42	1
600	521.62	1
700	529.82	0.999815925
800	538.06	0.994611609
900	546.31	0.986703034
1000	554.61	0.977113944
1040	557.96	0.972872992
1080	561.32	0.968045424
1120	564.6	0.962425669
1160	567.9	0.955952174
1200	571.22	0.948603053
1240	574.52	0.940313822
1280	577.85	0.930938119
1320	581.16	0.920319032
1340	582.83	0.914456384
1360	584.54	0.908144492
1380	586.17	0.901355803
1400	587.82	0.894024269
1420	589.46	0.886095176
1440	591.14	0.877488211
1460	592.79	0.868128727
1480	594.44	0.857923905
1500	596.11	0.846753179
1520	597.76	0.834513959
1540	599.4	0.821077667
1560	601.08	0.806309078
1580	602.77	0.790085868
1600	604.43	0.772242917
1620	606.13	0.752627806
1640	607.78	0.731087138
1660	609.43	0.707486864
1680	611.1	0.681686681
1700	612.73	0.653578136
1720	614.4	0.623118435
1740	616.05	0.590335522
1760	617.7	0.555390609
1780	619.35	0.518577981
1800	621.03	0.480409608
1820	622.7	0.441591892
1840	624.35	0.403034851
1860	626.02	0.36579291
1880	627.7	0.330981266
1900	629.36	0.29966802
1920	631.04	0.272673695
1940	632.72	0.250484467
1960	634.4	0.233162279
1980	636.05	0.220361064
2000	637.76	0.211395524
2020	639.42	0.205415826
2040	641.09	0.201542438
2060	642.75	0.199020886
2080	644.42	0.197286439
2100	646.11	0.195976616
2120	647.73	0.194913202
2140	649.39	0.194009829
2146	649.89	0.193765177
2196	654.01	0.192076456
2246	658.16	0.190630433
2296	662.32	0.189051336
2346	666.48	0.187437848
2396	670.64	0.186009802
2446	674.77	0.184683369
2496	678.92	0.183388592
2546	683.05	0.182224152
2596	687.2	0.181171486
2646	691.38	0.180134257
2696	695.52	0.179043487
2746	699.66	0.177814172
2796	703.78	0.17653659
2846	707.95	0.175398531
2896	712.1	0.174352118
2946	716.26	0.173333062
2996	720.44	0.172375756
3046	724.55	0.171497394
3096	728.67	0.17074898
3146	732.84	0.17012504
3196	737	0.169557769
3246	741.17	0.168887127
3296	745.36	0.168034168
3346	749.51	0.167300214
3396	753.62	0.166938122
3446	757.79	0.166715356
3496	761.91	0.166292492
3546	766.04	0.165703726
3596	770.23	0.165179054
3646	774.34	0.164666693
3696	778.57	0.164014028
3746	782.7	0.163248026
3796	786.81	0.162535958
3846	790.92	0.162054862
3896	795.07	0.161589594
3946	799.18	0.160823592
3996	803.34	0.159745523
4046	807.5	0.15861059
4096	811.64	0.157643318
4146	815.81	0.15679036
4196	819.94	0.155896561
4246	824.09	0.155115317
4296	828.27	0.154860114
4346	832.42	0.155098317
4396	836.6	0.155275748
